,dhlabid,urn,title,authors,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genres,literaryform,doctype,ocr_creator,ocr_timestamp,first_name,gender
144,100513330,URN:NBN:no-nb_digibok_2010080622007,Samlede romaner og fortellinger. 7-9 7 : Kristin Lavransdatter Kransen,"Undset , Sigrid",oai:nb.bibsys.no:999605237824702202,3c336630e39ac6b7d9c7e780bfb040b7,8203176445 / 8203176372,Oslo,19960101,1996,Aschehoug,nob,skjønnlitteratur,839.82 / 839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Sigrid,female
145,100191811,URN:NBN:no-nb_digibok_2014021806099,Spardame uten konge,"Rafaelsen , Ellinor",oai:nb.bibsys.no:991136999304702202,ab1ab2fe56349d27132c67ca717083b5,,[Oslo],20110101,2011,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Ellinor,female
147,100055001,URN:NBN:no-nb_digibok_2011090508017,En ettermiddag om høsten : roman,"Kristensen , Mirjam",oai:nb.bibsys.no:990707526724702202,14f37ea8bb40678e9373ff8c146f8823,,Oslo,20070101,2007,Oktober,nob,roman / norsk / skjønnlitteratur,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Mirjam,female
155,100587185,URN:NBN:no-nb_digibok_2021112348548,Furet/værbitt : Selma Falcks andre store sak : kriminalroman,"Holt, Anne",oai:nb.bibsys.no:999920013098302202,4f196b4840b1dba5ff57da3fdefdbdb9,,Oslo,2019,2019,Gyldendal,nob,"Falck, Selma (fiktiv person)",839.82374,novel / tekst,Skjønnlitteratur,digibok,nb,20060101,"Holt,",unknown
156,100068359,URN:NBN:no-nb_digibok_2011110406000,Det store sviket,"Lunde , Sigrid",oai:nb.bibsys.no:991120524524702202,3d86016623bf97769931ebcee357603a,,[Oslo],20110101,2011,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Sigrid,female
157,100605948,URN:NBN:no-nb_digibok_2021111048510,Høyt til værs med Hjulia Grande,"Slaatten, Ola",oai:nb.bibsys.no:999919995972202202,5b0c6a9877f926a298f38d0722fb9cc8,,[Haslum],2019,2019,Knortekjepp forlag,nob,Søsken / Søsken / Sykling / Sykling,839.8238,novel / tekst,Skjønnlitteratur,digibok,nb,20060101,"Slaatten,",unknown
159,100176020,URN:NBN:no-nb_digibok_2013102906036,Min kamp : roman : Femte bok,"Knausgård , Karl Ove",oai:nb.bibsys.no:991011313564702202,f9ef198b3ef18c3af07cd85bb23948a0,,Oslo,20100101,2010,Oktober,nob,Fictional Works / norske / romaner / 2010-tallet,839.82s / 839.823 / 839.82,biography / novel,Skjønnlitteratur,digibok,nb,20060101,Karl,male
160,100111637,URN:NBN:no-nb_digibok_2012100208041,Men hvorfor finnes ropet? : tvil og tro i nordisk lyrikk,"Elseth , Egil",oai:nb.bibsys.no:998540669854702202,0d247c681ff194cedbf80ba22c80a50e,8252507433,[Stabekk],19850101,1985,Bokklubbens lyrikkvenner,nob,nordiske / dikt / samlinger / antologier / tro / religion / nordisk / lyrikk / diktantologier / skjønnlitteratur,839.5041008,fiction,Skjønnlitteratur,digibok,nb,20060101,Egil,male
163,100514603,URN:NBN:no-nb_digibok_2007062800031,Forræder skutt,"Senje , Sigurd",oai:nb.bibsys.no:998130170924702202,3005d3464901fdd3a03ebb91810fd2aa,8202048303,[Oslo],19810101,1981,Cappelen,nob,, 839.93,fiction,Skjønnlitteratur,digibok,nb,20060101,Sigurd,male
164,100410527,URN:NBN:no-nb_digibok_2020070848387,Alle disse dagene,"Braathen , Tove",oai:nb.bibsys.no:999919884698902202,664c7deb33b722c997a7081a4970528e,,,20170101,2017,Vigmostad Bjørke,nob,Hverdagsliv / Kvardagsliv,839.823,novel / text,Skjønnlitteratur,digibok,nb,20060101,Tove,female
166,100415776,URN:NBN:no-nb_digibok_2020082707522,Norsk sokkel : roman,"Linde , Heidi",oai:nb.bibsys.no:999919840499002202,df181cdfc145cb0193b996975fcb206d,,[Oslo],20160101,2016,Gyldendal,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Heidi,female
169,100274215,URN:NBN:no-nb_digibok_2015103006079,"Nordahl Grieg under krigen : dokumentasjon, tekster, kommentarer","Nag , Martin",oai:nb.bibsys.no:998541070294702202,22274225399f7e463d07a04e35ae79b1,8290284691,[Askim],19850101,1985,[Arbeidernes forlag],nob,verdenskrigen / 1939-1945,839.828 / 839.828,biography,Faglitteratur,digibok,nb,20060101,Martin,male
170,100255631,URN:NBN:no-nb_digibok_2014111907512,Harry og Roger får en slags venn,"Aalbu , Ragnar",oai:nb.bibsys.no:991126285834702202,b81db602d174d38e22b947ca22b2ec7b,,[Oslo],20110101,2011,Cappelen Damm,nob,billedbøker / tryllekunstner / humor / norsk / barnelitteratur,839.823,short story,Skjønnlitteratur,digibok,nb,20060101,Ragnar,male
171,100085681,URN:NBN:no-nb_digibok_2012062906046,Gud er glad i Norge : noveller,"Persson , Per Andreas",oai:nb.bibsys.no:990714520284702202,084dd4576fc9085bc876e2bff4c92990,,[Oslo],20070101,2007,Tiden,nob,religiøsitet,839.823,short story,Skjønnlitteratur,digibok,nb,20060101,Per,male
172,100397655,URN:NBN:no-nb_digibok_2020022548064,Det beste middelet mot kjedsomhet er å ha det gøy!,"Hagen , Christina F.",oai:nb.bibsys.no:999920037680402202,e759d39886787572146393626b718d22,,[Moss],20190101,2019,[Noffel forlag],nob,,839.828802,tekst / stillbilde,Skjønnlitteratur,digibok,nb,20060101,Christina,female
173,100584334,URN:NBN:no-nb_digibok_2021022307567,Kannibalen : & Vampyrnatten,"Aamodt, Ingunn",oai:nb.bibsys.no:999919891190502202,b8314105c8e85a896995473412fbc9da,,Oslo,2017,2017,Cappelen Damm,nob,Vampyrer / Vampyrar,839.823,novel / text,Skjønnlitteratur,digibok,nb,20060101,"Aamodt,",unknown
175,100221794,URN:NBN:no-nb_digibok_2014072906042,Den ømme morderen,"Berggren , Arne",oai:nb.bibsys.no:990808838424702202,db8b8d9c25295c391c52e2b9043250c5,,Oslo,20080101,2008,Aschehoug,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Arne,male
177,100425036,URN:NBN:no-nb_digibok_2020102007734,Ada splitter naken,"Wæge , Kari",oai:nb.bibsys.no:991505767904702202,a7d302fe8ad875c62fbad2898a35561b,,Oslo,20150101,2015,Omnipax,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Kari,female
180,100564103,URN:NBN:no-nb_digibok_2008082704062,Den sovende stemmen : roman,"Sunde , Ole Robert",oai:nb.bibsys.no:999909097604702202,ec0ede6fef4503a5aa0155ac0b9ab125,8205257655,[Oslo],19990101,1999,Gyldendal,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Ole,male
181,100434072,URN:NBN:no-nb_digibok_2021012907590,Høstsanger : dikt,"Hageberg , Trond",oai:nb.bibsys.no:999919867269502202,19fda3ff363da96921f8116a78ccd545,,[Larvik],20170101,2017,Lyst forl.,nob,,839.821,poetry / text,Skjønnlitteratur,digibok,nb,20060101,Trond,male
182,100174054,URN:NBN:no-nb_digibok_2013101606001,"En avhandling kanskje, om noe vakkert. Gyldenlær : dikt","Wærp , Henning Howlid",oai:nb.bibsys.no:991147059334702202,989db06833d2b926abffcf376e5c3d68,,Tromsø,20110101,2011,Margbok,nob,norsk / litteratur / dikt / lyrikk / 2000-tallet,839.821,poetry,Skjønnlitteratur,digibok,nb,20060101,Henning,male
184,100419498,URN:NBN:no-nb_digibok_2020092207679,Hjemkomsten,"Antonsen , Øystein",oai:nb.bibsys.no:999919867304302202,1c9f1a238cc6ac6e7178d492a1e1f94b,,[Oslo],20160101,2016,Bladkompaniet,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Øystein,male
185,100467042,URN:NBN:no-nb_digibok_2010032406072,May Grethe Lerum,"Karoliussen , Harriet",oai:nb.bibsys.no:990007160814702202,a48e50af7e9f344e2fd25adf19fe3cab,8270222321,Oslo,19990101,1999,Biblioteksentralen,nob,triviallitteratur / kiosklitteratur / norsk / litteratur / forfattere,839.823,biography,Faglitteratur,digibok,nb,20060101,Harriet,female
186,100034864,URN:NBN:no-nb_digibok_2008100104038,Ludvig Hassels tusenårsskifte : roman,"Bjørnstad , Ketil",oai:nb.bibsys.no:990009378354702202,055a6cb6f2ebb4a3c8b83ce94a1f5b19,8252549322 / 8203183212,Oslo,20000101,2000,Aschehoug,nob,norske / romaner / 2000-tallet,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Ketil,male
188,100286815,URN:NBN:no-nb_digibok_2016031408043,Jonas Eckel : roman,"Fossum , Karin",oai:nb.bibsys.no:990311831824702202,3552ce24d7b588b7c3e156b881437326,8202231825,[Oslo],20030101,2003,Cappelen,nob,norske / romaner / 2000-tallet / skjønnlitteratur,839.823 / 839.82,fiction,Skjønnlitteratur,digibok,nb,20060101,Karin,female
189,100172182,URN:NBN:no-nb_digibok_2013100305148,Den siste dagen,"Helle , Lars",oai:nb.bibsys.no:990605318514702202,8ee9fcae275c5de0a0ad4fc9383a0910,8281400390,[Stavanger],20060101,2006,Wigestrand,nob,norske / romaner / 2000-tallet / krim / spenning,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Lars,male
190,100384417,URN:NBN:no-nb_digibok_2018070507059,På flukt : roman,"Bruheim , Magnhild",oai:nb.bibsys.no:999919815903502202,f1e888bf42f5b29ee58dbaca6e48c995,,Oslo,20150101,2015,Samlaget,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Magnhild,female
191,100076129,URN:NBN:no-nb_digibok_2012060806025,Soterud skole - en slagmark,"Torp , Anna Kreisti",oai:nb.bibsys.no:998420818794702202,6c876b70f5c851b52593851aa8185a80,8250306236,Oslo,19830101,1983,Ansgar,nob,ungdomslitteratur / livssyn / skolen,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Anna,female
194,100383535,URN:NBN:no-nb_digibok_2018062707301,Thorbjørn Egner 100 år : Hakkebakkeskogen og andre fortellinger,"Egner , Thorbjørn",oai:nb.bibsys.no:991148495364702202,1fb070f946b9034bcc936f52dbe3dedd,,[Oslo],20120101,2012,Cappelen Damm,nob,norsk / barnelitteratur / barnebøker,839.82u / 028.5 / 839.82 / 839.828,short story,Skjønnlitteratur,digibok,nb,20060101,Thorbjørn,male
196,100202897,URN:NBN:no-nb_digibok_2014050805108,Minus meg,"Røssland , Ingelin",oai:nb.bibsys.no:991126385544702202,cbfeaf608707a220019e33aa72667ecb,,[Oslo],20110101,2011,Cappelen Damm,nob,barnebøker / ungdomsbøker / familien / døden / hjertesykdommer / barn / norsk / ungdomslitteratur,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Ingelin,unknown
197,100006137,URN:NBN:no-nb_digibok_2008120301027,Sort vokser : prosa,"Eriksen , Pål Gitmark",oai:nb.bibsys.no:990115872374702202,107d35b13651f5351b4a2ed907439137,8205278768,[Oslo],20010101,2001,Gyldendal,nob,,839.828,fiction,Skjønnlitteratur,digibok,nb,20060101,Pål,male
199,100410641,URN:NBN:no-nb_digibok_2020071048566,Balladen med fasaden,"Hval , Lene",oai:nb.bibsys.no:999919890288802202,c640fa95692e6dd2988b283ecc1daf74,,Oslo,20170101,2017,Cappelen Damm,nob,Sosiale medier / Sosiale medium / sosiale / medier / dukkehjem / sesong 2,839.827,novel / text,Skjønnlitteratur,digibok,nb,20060101,Lene,female
201,100556163,URN:NBN:no-nb_digibok_2012031206112,Get used to it : roman,"Hagerup , Linde",oai:nb.bibsys.no:991010086194702202,54cdd21ffd7c257deac21409a5241b40,,[Oslo],20100101,2010,Cappelen Damm,nob,barnebøker / ungdomsbøker / ungdomsskolen / klassemiljø / lærere / elever / ungdomsmiljø / vennskap,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Linde,female
203,100109395,URN:NBN:no-nb_digibok_2012091408117,Håkon : arven : en beretning fra Norges storhetstid,"Tusberg , Harald",oai:nb.bibsys.no:999319063934702202,9a51a8a3d2460044360c0bab50151267,8205193657,Oslo,19930101,1993,Gyldendal,nob,,839.823 / 839.82,fiction,Skjønnlitteratur,digibok,nb,20060101,Harald,male
206,100087129,URN:NBN:no-nb_digibok_2012062105067,Hilsen Aga Khan : noveller,"Winsnes , Else Marie",oai:nb.bibsys.no:998431116314702202,27bbc5720d3a4a1a81e007b3a48fda32,8203114024,Oslo,19840101,1984,Aschehoug,nob,skjønnlitteratur/voksen,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Else,female
207,100088591,URN:NBN:no-nb_digibok_2012062205003,Praktdyret Leif'n,"Bohlin , Kjell",oai:nb.bibsys.no:990829177014702202,4cd9ee105496b9553852c9131b8a58c9,,Porsgrunn,20080101,2008,Norgesforl.,nob,,839.828,fiction,Skjønnlitteratur,digibok,nb,20060101,Kjell,male
208,100143363,URN:NBN:no-nb_digibok_2013040208041,En rettferdig dom : kriminalroman,"Mehlum , Jan",oai:nb.bibsys.no:991216488264702202,9fbe4f78eb16473136116f2e8a5f3c90,,[Horten],20120101,2012,Publicom,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Jan,male
210,100265762,URN:NBN:no-nb_digibok_2015090348037,Lasso rundt julestjerna : Maina Sofies advent : 24 kapitler,"Rasten , Marit",oai:nb.bibsys.no:990320091434702202,2afcbc7502245096477103f1fda244b1,8247602849,,20030101,2003,Genesis,nob,Tradisjoner / barn / advent / adventsfortelling / juleforberedelser / samisk / kultur / maina / sofies / jul,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Marit,female
211,100130169,URN:NBN:no-nb_digibok_2009051304054,Det grådige hjerte,"Vik , Bjørg",oai:nb.bibsys.no:999100564554702202,c07eda6af4d4b8d38ddb779f32618bbd,8202130077,Oslo,19910101,1991,Cappelen,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Bjørg,female
219,100042522,URN:NBN:no-nb_digibok_2011022305126,Benjaminværinger,"Wiksaas , Arnfinn",oai:nb.bibsys.no:990009753114702202,bbd35b156f2969af5f9756f2be0c52c4,8291690146,[Oslo],20000101,2000,Direkte forl.,nob,helgeland / lokalhistorie / lokalsamling,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Arnfinn,male
221,100464223,URN:NBN:no-nb_digibok_2007081301057,Anja,"Young , Elisabeth",oai:nb.bibsys.no:999101536474702202,e19c45b00f539d93e5b271d539778df4,8258807560 / 8257408395,[Oslo],19900101,1990,Aventura,nob,skjønnlitteratur/voksen / norsk / litteratur / barnemishandlingsamliv / skilsmisse,839.823  / 839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Elisabeth,female
224,100392943,URN:NBN:no-nb_digibok_2019072307146,Den magiske skogen. Del 2 : Trollskolen,"Berntsen , Oddrun-Helen",oai:nb.bibsys.no:991214017314702202,63fd7c58ddae3248ae0fe4a7cd23c085,,Trondheim,20120101,2012,Pirforl.,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Oddrun-Helen,unknown
228,100395613,URN:NBN:no-nb_digibok_2019091807006,Duell i Tombstone,"Masterson , Louis",oai:nb.bibsys.no:991225957184702202,0fb327057ac5409f1eb23acbdc79168f,,Oslo,20120101,2012,Aller,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Louis,male
229,100446727,URN:NBN:no-nb_digibok_2007121300009,Frykt og lengsel,"Ustad , Willy",oai:nb.bibsys.no:999420553814702202,8fb43ad0f53655dbf8e159c0c65b60db,8250931610 / 8250931629,Oslo,19940101,1994,Bladkompaniet,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Willy,male
231,100414209,URN:NBN:no-nb_digibok_2020080607517,Gjennom sorgen,"Brenden , Laila",oai:nb.bibsys.no:999919837273502202,0c041177e1b8f475eda05841dec832e5,,[Oslo],20160101,2016,Bladkompaniet,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Laila,female
233,100607205,URN:NBN:no-nb_digibok_2021112348502,Kriminell,"Sæther, Eirik Husby",oai:nb.bibsys.no:999919990703202202,bb756e831f4ea7e15eea7c47a946694a,,,2019,2019,Solitude forlag,nob,"Rusmisbruk / Rusmisbruk / Foreldre / Foreldre / Wulf, Mikael (fiktiv person)",839.8238,novel / tekst,Skjønnlitteratur,digibok,nb,20060101,"Sæther,",unknown
234,100195891,URN:NBN:no-nb_digibok_2009061704053,Rivaler,"Toverud , Hege Løvstad",oai:nb.bibsys.no:990710291764702202,b5eeda6e377fb7895c2e591cc164762d,,[Oslo],20070101,2007,Cappelen,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Hege,female
235,100175833,URN:NBN:no-nb_digibok_2013102407138,Tilflukten : roman,"Nordrå , Olav",oai:nb.bibsys.no:998721686034702202,8635a323a9bc6bef5f76bc867091156c,8209104330,Oslo,19870101,1987,Dreyer,nob,skjønnlitteratur/voksen,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Olav,male
236,100596119,URN:NBN:no-nb_digibok_2021120148570,Skjebnens luner,"Andersen, Yvonne",oai:nb.bibsys.no:999919920059002202,4760f289769429499b54b35715c5518a,,Oslo,2018,2018,Cappelen Damm,nob,Bygder / Bygder,839.8238,novel / text,Skjønnlitteratur,digibok,nb,20060101,"Andersen,",unknown
237,100096713,URN:NBN:no-nb_digibok_2012070606025,Og alle oss andre : om å miste sin uskyld II,"Gjesdahl , Sven",oai:nb.bibsys.no:998122210954702202,5a12982eb6925005adc759c28ac4a27e,8205129673,Oslo,19810101,1981,Gyldendal,nob,skjønnlitteratur/voksen, 839.93,fiction,Skjønnlitteratur,digibok,nb,20060101,Sven,male
239,100522408,URN:NBN:no-nb_digibok_2010111708030,Gunnar og krigen. D. 1 : Tyskerne er her,"Skåra , Eva",oai:nb.bibsys.no:999518680474702202,b0a270565e425595ca61778e65de2fec,8275760003,Brennåsen,19900101,1990,"Læremiddelavdelingen, Birkelid skole",nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Eva,female
241,100122002,URN:NBN:no-nb_digibok_2012111905010,The true story of Herrmann Hitler : the son of Adolf Hitler : fiksjon,"Ellingsen , Odd Arild",oai:nb.bibsys.no:990514959454702202,d0573872f8b27628359e1877fe4c1bd4,8299707404,[Egersund],20050101,2005,Cerebellum forl.,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Odd,male
243,100581259,URN:NBN:no-nb_digibok_2021121748510,Den tredje engelen,"Nygårdshaug, Gert",oai:nb.bibsys.no:999920093299502202,b1150fffb51187fd60ea7fc2b4aed2f4,,,2020,2020,Cappelen Damm,nob,"Olsen, Skarphedin (fiktiv person) / Drum, Fredric (fiktiv person)",839.82374,novel / tekst,Skjønnlitteratur,digibok,nb,20060101,"Nygårdshaug,",unknown
247,100611855,URN:NBN:no-nb_digibok_2021110948119,Kobrahjerte : roman,"Brekke, Torhild",oai:nb.bibsys.no:999919976284502202,a627b1887064d1b08e5c58be554bbc92,,,2019,2019,Aschehoug,nob,Familie / Familie / Ungdom / Ungdom / norsk skjønnlitteratur,839.82374,novel / text,Skjønnlitteratur,digibok,nb,20060101,"Brekke,",unknown
248,100585160,URN:NBN:no-nb_digibok_2021112348651,Kjærligheten er for stor til å få plass i et hjerte,,oai:nb.bibsys.no:999919995978802202,798e33b9a2aadf55f5102d62225b32aa,,[Øyer],2019,2019,Øyer ungdomsskole,nob,,839.8238,short story / tekst,Skjønnlitteratur,digibok,nb,20060101,,unknown
251,100590033,URN:NBN:no-nb_digibok_2022011307513,Himmelbrann,"Johansen, Jorunn",oai:nb.bibsys.no:999919885279102202,f13054e5ed0534c085c19f3164dbf765,,,2017,2017,Cappelen Damm,nob,Familie / Familie / Kjærlighet / Kjærleik,839.823,novel / text,Skjønnlitteratur,digibok,nb,20060101,"Johansen,",unknown
252,100222700,URN:NBN:no-nb_digibok_2014073106086,Min evige tysker : roman,"Thorsen , Thor",oai:nb.bibsys.no:999008905684702202,72a6b0b68ef962992b28ff883c1f5b0b,8202125383,[Oslo],19900101,1990,Cappelen,nob,skjønnlitteratur/voksen,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Thor,male
253,100141146,URN:NBN:no-nb_digibok_2013030608180,Det tapte hjertet,"Eliassen , Ruben",oai:nb.bibsys.no:990520152894702202,2335c80416d66b730020463ac68cc968,8205341117,[Oslo],20050101,2005,Gyldendal,nob,fanasy / fantasilitteratur / barn,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Ruben,male
255,100142337,URN:NBN:no-nb_digibok_2013031908011,Snømannen : roman,"Nesbø , Jo",oai:nb.bibsys.no:991216157404702202,37f26c6ede15b0ef5d04876c19773405,,Oslo,20120101,2012,Aschehoug,nob,,839.82 / 839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Jo,andy
256,100133818,URN:NBN:no-nb_digibok_2013013105025,Øyets trang til mykhet : roman,"Øen , Morten",oai:nb.bibsys.no:990904281374702202,c1a49b3046af61ba7784895758fb7df8,,Oslo,20080101,2008,Oktober,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Morten,male
257,100580194,URN:NBN:no-nb_digibok_2021110248553,Juleøya,,oai:nb.bibsys.no:999919971497002202,766da632cbf588a8230d8b479d56c8b1,,[Oslo],2018,2018,Sjørøverforl.,nob,,839.8238,short story / tekst,Skjønnlitteratur,digibok,nb,20060101,,unknown
259,100585967,URN:NBN:no-nb_digibok_2021092348654,En duft av Shalimar,"Stensrud, Eva J.",oai:nb.bibsys.no:999919879298402202,35e8a90e4e2ece034340ffc07b7de68b,,,2017,2017,Cappelen Damm,nob,Andre verdenskrig / Andre verdskrig,839.823,novel / text,Skjønnlitteratur,digibok,nb,20060101,"Stensrud,",unknown
262,100193983,URN:NBN:no-nb_digibok_2014022808342,Nils Holgerssons vidunderlige reise. B. 1,"Lagerlöf , Selma",oai:nb.bibsys.no:998820677294702202,1c81de25c1b803ac2d15afae88a35374,8250307585 / 8250307582,Oslo,19870101,1987,Ansgar,nob,,839.73,fiction,Skjønnlitteratur,digibok,nb,20060101,Selma,female
263,100500918,URN:NBN:no-nb_digibok_2007110800067,Venterommet der sporene viskes ut : roman,"Hånes , Øivind",oai:nb.bibsys.no:999216637144702202,7a706a2e63cf13ad2766c4e199c51aa0,8257409693 / 8205206511,Oslo,19920101,1992,Gyldendal,nob,skjønnlitteratur/voksen,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Øivind,male
264,100408957,URN:NBN:no-nb_digibok_2020070348599,Innfall og utfall,"Hellum , Johannes Block",oai:nb.bibsys.no:999920073292602202,2106a042576340c9abdbe73f539103fa,,[Nesodden],20200101,2020,[Johannes Block Hellum],nob,,839.8288,tekst,Faglitteratur,digibok,nb,20060101,Johannes,male
267,100122617,URN:NBN:no-nb_digibok_2012112206072,Kong Henrik den eneste : roman,"Brekstad , Kolbjørn",oai:nb.bibsys.no:998920621504702202,bb54822bc842125ad0732fa5f56c2a3c,8202118921,[Oslo],19890101,1989,Cappelen,nob,skjønnlitteratur/voksen / skjønnlitteratur / roman,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Kolbjørn,male
268,100194490,URN:NBN:no-nb_digibok_2014030308038,Sneglemannen,"Nærum , Knut",oai:nb.bibsys.no:990918522344702202,6125ade05f5ef26f48c41a086041d5ac,,Oslo,20080101,2008,Aschehoug,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Knut,male
270,100429648,URN:NBN:no-nb_digibok_2020102007629,Lokkefuglen,"Lien , Merete",oai:nb.bibsys.no:991005449594702202,599046b032f791231bf286c88591c4d6,,[Oslo],20100101,2010,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Merete,female
277,100143715,URN:NBN:no-nb_digibok_2013041506247,Hjertets valg,"Pedersen , Bente",oai:nb.bibsys.no:990938487224702202,100d2c9dc581cb691f89c19e59ea5de1,,[Oslo],20090101,2009,Schibsted,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Bente,female
